=========================================
== CST Matrix Calculation Priority Log ==
=========================================
Priorities are sorted in ascending order beginning with the lowest priority
 
Group | Shape-ID | ShapeName | Material | User-priority | 2D/3D-Geometry | Material-attributes | Shape-attributes | Feature-ID | Schemetype
6 | 5 | EFR32_0(PCB1)/Nets/BUTTON_2:02_TOP_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 199 | EFR32_0(PCB1)/Nets/BUTTON_2:02_TOP_LAYER (Lump 2) | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 6 | EFR32_0(PCB1)/Nets/BUTTON_2:04_BOTTOM_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 200 | EFR32_0(PCB1)/Nets/BUTTON_2:04_BOTTOM_LAYER (Lump 2) | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 7 | EFR32_0(PCB1)/Nets/BUTTON_2:VIA_TOP_LAYER_BOTTOM_LAYER | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 201 | EFR32_0(PCB1)/Nets/BUTTON_2:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 2) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 202 | EFR32_0(PCB1)/Nets/BUTTON_2:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 3) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 8 | EFR32_0(PCB1)/Nets/DVDD:02_TOP_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 203 | EFR32_0(PCB1)/Nets/DVDD:02_TOP_LAYER (Lump 2) | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 204 | EFR32_0(PCB1)/Nets/DVDD:02_TOP_LAYER (Lump 3) | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 9 | EFR32_0(PCB1)/Nets/DVDD:04_BOTTOM_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 205 | EFR32_0(PCB1)/Nets/DVDD:04_BOTTOM_LAYER (Lump 2) | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 10 | EFR32_0(PCB1)/Nets/DVDD:VIA_TOP_LAYER_BOTTOM_LAYER | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 206 | EFR32_0(PCB1)/Nets/DVDD:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 2) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 207 | EFR32_0(PCB1)/Nets/DVDD:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 3) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 208 | EFR32_0(PCB1)/Nets/DVDD:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 4) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 11 | EFR32_0(PCB1)/Nets/GND:02_TOP_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 209 | EFR32_0(PCB1)/Nets/GND:02_TOP_LAYER (Lump 2) | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 210 | EFR32_0(PCB1)/Nets/GND:02_TOP_LAYER (Lump 3) | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 211 | EFR32_0(PCB1)/Nets/GND:02_TOP_LAYER (Lump 4) | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 212 | EFR32_0(PCB1)/Nets/GND:02_TOP_LAYER (Lump 5) | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 213 | EFR32_0(PCB1)/Nets/GND:02_TOP_LAYER (Lump 6) | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 214 | EFR32_0(PCB1)/Nets/GND:02_TOP_LAYER (Lump 7) | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 215 | EFR32_0(PCB1)/Nets/GND:02_TOP_LAYER (Lump 8) | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 216 | EFR32_0(PCB1)/Nets/GND:02_TOP_LAYER (Lump 9) | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 217 | EFR32_0(PCB1)/Nets/GND:02_TOP_LAYER (Lump 10) | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 12 | EFR32_0(PCB1)/Nets/GND:04_BOTTOM_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 218 | EFR32_0(PCB1)/Nets/GND:04_BOTTOM_LAYER (Lump 2) | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 219 | EFR32_0(PCB1)/Nets/GND:04_BOTTOM_LAYER (Lump 3) | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 220 | EFR32_0(PCB1)/Nets/GND:04_BOTTOM_LAYER (Lump 4) | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 13 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 221 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 2) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 222 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 3) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 223 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 4) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 224 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 5) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 225 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 6) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 226 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 7) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 227 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 8) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 228 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 9) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 229 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 10) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 230 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 11) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 231 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 12) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 232 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 13) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 233 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 14) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 234 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 15) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 235 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 16) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 236 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 17) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 237 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 18) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 238 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 19) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 239 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 20) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 240 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 21) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 241 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 22) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 242 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 23) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 243 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 24) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 244 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 25) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 245 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 26) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 246 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 27) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 247 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 28) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 248 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 29) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 249 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 30) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 250 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 31) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 251 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 32) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 252 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 33) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 253 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 34) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 254 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 35) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 255 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 36) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 256 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 37) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 257 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 38) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 258 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 39) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 259 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 40) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 260 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 41) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 261 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 42) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 262 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 43) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 263 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 44) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 264 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 45) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 265 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 46) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 266 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 47) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 267 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 48) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 268 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 49) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 269 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 50) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 270 | EFR32_0(PCB1)/Nets/GND:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 51) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 14 | EFR32_0(PCB1)/Nets/HF_0:02_TOP_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 15 | EFR32_0(PCB1)/Nets/HF_I:02_TOP_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 16 | EFR32_0(PCB1)/Nets/LED_B:02_TOP_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 271 | EFR32_0(PCB1)/Nets/LED_B:02_TOP_LAYER (Lump 2) | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 17 | EFR32_0(PCB1)/Nets/LED_B:04_BOTTOM_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 18 | EFR32_0(PCB1)/Nets/LED_B:VIA_TOP_LAYER_BOTTOM_LAYER | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 272 | EFR32_0(PCB1)/Nets/LED_B:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 2) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 19 | EFR32_0(PCB1)/Nets/LED_G:02_TOP_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 273 | EFR32_0(PCB1)/Nets/LED_G:02_TOP_LAYER (Lump 2) | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 20 | EFR32_0(PCB1)/Nets/LED_G:04_BOTTOM_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 21 | EFR32_0(PCB1)/Nets/LED_G:VIA_TOP_LAYER_BOTTOM_LAYER | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 274 | EFR32_0(PCB1)/Nets/LED_G:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 2) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 22 | EFR32_0(PCB1)/Nets/LED_R:02_TOP_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 275 | EFR32_0(PCB1)/Nets/LED_R:02_TOP_LAYER (Lump 2) | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 23 | EFR32_0(PCB1)/Nets/LED_R:04_BOTTOM_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 24 | EFR32_0(PCB1)/Nets/LED_R:VIA_TOP_LAYER_BOTTOM_LAYER | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 276 | EFR32_0(PCB1)/Nets/LED_R:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 2) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 25 | EFR32_0(PCB1)/Nets/NETC10_2:02_TOP_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 277 | EFR32_0(PCB1)/Nets/NETC10_2:02_TOP_LAYER (Lump 2) | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 26 | EFR32_0(PCB1)/Nets/NETC10_2:04_BOTTOM_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 27 | EFR32_0(PCB1)/Nets/NETC10_2:VIA_TOP_LAYER_BOTTOM_LAYER | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 278 | EFR32_0(PCB1)/Nets/NETC10_2:VIA_TOP_LAYER_BOTTOM_LAYER (Lump 2) | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 28 | EFR32_0(PCB1)/Nets/NETC15_2:02_TOP_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 29 | EFR32_0(PCB1)/Nets/NETC16_1:02_TOP_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 30 | EFR32_0(PCB1)/Nets/NETC16_2:02_TOP_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 31 | EFR32_0(PCB1)/Nets/NETC17_2:02_TOP_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 32 | EFR32_0(PCB1)/Nets/NETC18_1:02_TOP_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 33 | EFR32_0(PCB1)/Nets/NETC19_2:02_TOP_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 34 | EFR32_0(PCB1)/Nets/NETC7_1:02_TOP_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 35 | EFR32_0(PCB1)/Nets/NETD_C:02_TOP_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 36 | EFR32_0(PCB1)/Nets/NETD_C:04_BOTTOM_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 37 | EFR32_0(PCB1)/Nets/NETD_C:VIA_TOP_LAYER_BOTTOM_LAYER | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 38 | EFR32_0(PCB1)/Nets/NETJ2_01:02_TOP_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 39 | EFR32_0(PCB1)/Nets/NETJ2_01:04_BOTTOM_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 40 | EFR32_0(PCB1)/Nets/NETJ2_01:VIA_TOP_LAYER_BOTTOM_LAYER | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 41 | EFR32_0(PCB1)/Nets/NETJ2_02:02_TOP_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 42 | EFR32_0(PCB1)/Nets/NETJ2_02:04_BOTTOM_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 43 | EFR32_0(PCB1)/Nets/NETJ2_02:VIA_TOP_LAYER_BOTTOM_LAYER | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 44 | EFR32_0(PCB1)/Nets/NETJ2_03:02_TOP_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 45 | EFR32_0(PCB1)/Nets/NETJ2_03:04_BOTTOM_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 46 | EFR32_0(PCB1)/Nets/NETJ2_03:VIA_TOP_LAYER_BOTTOM_LAYER | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 47 | EFR32_0(PCB1)/Nets/NETJ2_04:02_TOP_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 48 | EFR32_0(PCB1)/Nets/NETJ2_04:04_BOTTOM_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 49 | EFR32_0(PCB1)/Nets/NETJ2_04:VIA_TOP_LAYER_BOTTOM_LAYER | EFR32_0(PCB1)/VIAS_MATERIAL | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
6 | 50 | EFR32_0(PCB1)/Nets/NETJ2_05:02_TOP_LAYER | EFR32_0(PCB1)/Copper | n/a | yes | pec.rho.surface-impedance. | solid. | n/a | FIT_TD
